Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2020-12-31,Penobscot,ME,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2020,12
2021-02-28,Palm Beach,FL,Passenger,0.0,2.0,2.0,76.0,78.0,2.56,2021,2
2022-11-30,El Paso,CO,Passenger,2.0,2.0,4.0,576.0,580.0,0.69,2022,11
2018-01-31,Shelby,TN,Passenger,0.0,1.0,1.0,107.0,108.0,0.93,2018,1
2018-07-31,Lake,CA,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2018,7
2023-06-30,Whitman,WA,Truck,4.0,0.0,4.0,8611.0,8615.0,0.05,2023,6
2022-11-30,Galveston,TX,Passenger,0.0,1.0,1.0,17.0,18.0,5.56,2022,11
2020-10-31,San Juan,WA,Truck,0.0,0.0,0.0,5860.0,5860.0,0.0,2020,10
2021-12-31,Santa Cruz,CA,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2021,12
2023-06-30,Garfield,WA,Truck,0.0,0.0,0.0,974.0,974.0,0.0,2023,6
2019-07-31,Anne Arundel,MD,Passenger,1.0,1.0,2.0,434.0,436.0,0.46,2019,7
2020-11-30,Montgomery,PA,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2020,11
2019-11-30,Twin Falls,ID,Passenger,0.0,1.0,1.0,30.0,31.0,3.23,2019,11
2020-12-31,Clark,NV,Passenger,4.0,2.0,6.0,669.0,675.0,0.89,2020,12
2019-12-31,Owyhee,ID,Passenger,1.0,0.0,1.0,3.0,4.0,25.0,2019,12
2020-12-31,Grant,WA,Passenger,80.0,81.0,161.0,65904.0,66065.0,0.24,2020,12
2018-10-31,Garfield,WA,Passenger,1.0,1.0,2.0,1330.0,1332.0,0.15,2018,10
2023-04-30,St. Mary's,MD,Passenger,1.0,0.0,1.0,174.0,175.0,0.57,2023,4
2019-09-30,Hennepin,MN,Passenger,3.0,1.0,4.0,103.0,107.0,3.74,2019,9
2020-09-30,Contra Costa,CA,Passenger,4.0,3.0,7.0,294.0,301.0,2.33,2020,9
2019-10-31,San Diego,CA,Passenger,11.0,3.0,14.0,2793.0,2807.0,0.5,2019,10
2022-04-30,Okanogan,WA,Passenger,79.0,48.0,127.0,26453.0,26580.0,0.48,2022,4
2020-02-29,Pima,AZ,Passenger,3.0,1.0,4.0,379.0,383.0,1.04,2020,2
2022-12-31,Travis,TX,Passenger,2.0,0.0,2.0,96.0,98.0,2.04,2022,12
2023-05-31,Ventura,CA,Passenger,3.0,2.0,5.0,212.0,217.0,2.3,2023,5
2018-07-31,Whatcom,WA,Truck,2.0,0.0,2.0,42315.0,42317.0,0.0,2018,7
2020-02-29,Spartanburg,SC,Passenger,0.0,1.0,1.0,48.0,49.0,2.04,2020,2
2017-01-31,Collier,FL,Passenger,1.0,1.0,2.0,22.0,24.0,8.33,2017,1
2018-07-31,Nantucket,MA,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2018,7
2019-10-31,Cowlitz,WA,Truck,0.0,0.0,0.0,29018.0,29018.0,0.0,2019,10
2023-12-31,Providence,RI,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2023,12
2019-08-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,20568.0,20568.0,0.0,2019,8
2020-09-30,Washoe,NV,Passenger,1.0,0.0,1.0,104.0,105.0,0.95,2020,9
2017-09-30,Santa Fe,NM,Passenger,0.0,1.0,1.0,42.0,43.0,2.33,2017,9
2021-07-31,Howard,IN,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2021,7
2018-06-30,Spokane,WA,Passenger,340.0,316.0,656.0,303084.0,303740.0,0.22,2018,6
2022-11-30,Solano,CA,Passenger,2.0,0.0,2.0,155.0,157.0,1.27,2022,11
2018-03-31,Kittitas,WA,Truck,0.0,0.0,0.0,13986.0,13986.0,0.0,2018,3
2020-11-30,Palm Beach,FL,Passenger,0.0,2.0,2.0,77.0,79.0,2.53,2020,11
2022-11-30,Currituck,NC,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2022,11
2017-05-31,Mason,WA,Passenger,51.0,64.0,115.0,43291.0,43406.0,0.26,2017,5
2021-09-30,Lincoln,WA,Passenger,7.0,16.0,23.0,7679.0,7702.0,0.3,2021,9
2020-07-31,Kittitas,WA,Truck,0.0,0.0,0.0,14564.0,14564.0,0.0,2020,7
2023-02-28,San Joaquin,CA,Passenger,1.0,1.0,2.0,84.0,86.0,2.33,2023,2
2022-07-31,Philadelphia,PA,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2022,7
2023-06-30,Adams,WA,Truck,3.0,0.0,3.0,5348.0,5351.0,0.06,2023,6
2018-03-31,Frederick,MD,Passenger,0.0,1.0,1.0,87.0,88.0,1.14,2018,3
2017-07-31,Whitman,WA,Passenger,12.0,19.0,31.0,22104.0,22135.0,0.14,2017,7
2020-11-30,Richland,SC,Passenger,0.0,1.0,1.0,143.0,144.0,0.69,2020,11
2020-02-29,El Paso,TX,Passenger,3.0,0.0,3.0,446.0,449.0,0.67,2020,2
2020-02-29,Honolulu,HI,Passenger,4.0,2.0,6.0,491.0,497.0,1.21,2020,2
2019-10-31,San Mateo,CA,Passenger,1.0,1.0,2.0,128.0,130.0,1.54,2019,10
2021-04-30,Arapahoe,CO,Passenger,1.0,0.0,1.0,128.0,129.0,0.78,2021,4
2019-03-31,San Juan,PR,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2019,3
2019-04-30,Island,WA,Truck,0.0,0.0,0.0,21238.0,21238.0,0.0,2019,4
2018-10-31,Whitman,WA,Passenger,19.0,33.0,52.0,22737.0,22789.0,0.23,2018,10
2023-07-31,Ferry,WA,Passenger,21.0,4.0,25.0,4314.0,4339.0,0.58,2023,7
2017-08-31,Lincoln,WA,Truck,0.0,0.0,0.0,4457.0,4457.0,0.0,2017,8
2023-02-28,Newport,RI,Passenger,0.0,1.0,1.0,59.0,60.0,1.67,2023,2
2017-02-28,Lincoln,WA,Passenger,2.0,4.0,6.0,7509.0,7515.0,0.08,2017,2
2017-10-31,El Paso,TX,Passenger,1.0,0.0,1.0,530.0,531.0,0.19,2017,10
2023-09-30,Newport,RI,Passenger,0.0,1.0,1.0,53.0,54.0,1.85,2023,9
2023-01-31,Miami-Dade,FL,Passenger,1.0,0.0,1.0,67.0,68.0,1.47,2023,1
2022-09-30,St. Clair,IL,Passenger,1.0,0.0,1.0,119.0,120.0,0.83,2022,9
2018-09-30,Kent,MI,Passenger,0.0,1.0,1.0,28.0,29.0,3.45,2018,9
2017-05-31,Thurston,WA,Truck,0.0,0.0,0.0,53233.0,53233.0,0.0,2017,5
2019-11-30,Asotin,WA,Truck,0.0,0.0,0.0,6696.0,6696.0,0.0,2019,11
2019-09-30,Grays Harbor,WA,Passenger,89.0,89.0,178.0,48089.0,48267.0,0.37,2019,9
2022-08-31,Wahkiakum,WA,Truck,1.0,0.0,1.0,1800.0,1801.0,0.06,2022,8
2019-02-28,Flathead,MT,Passenger,1.0,0.0,1.0,62.0,63.0,1.59,2019,2
2017-04-30,St. Lucie,FL,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2017,4
2020-09-30,Harris,TX,Passenger,1.0,0.0,1.0,248.0,249.0,0.4,2020,9
2023-02-28,Thurston,WA,Truck,49.0,0.0,49.0,54491.0,54540.0,0.09,2023,2
2022-04-30,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,4
2022-06-30,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,6
2019-07-31,Snohomish,WA,Truck,0.0,0.0,0.0,122611.0,122611.0,0.0,2019,7
2020-01-31,Prince William,VA,Passenger,2.0,4.0,6.0,235.0,241.0,2.49,2020,1
2021-09-30,Williamson,TX,Passenger,1.0,2.0,3.0,107.0,110.0,2.73,2021,9
2022-09-30,Sedgwick,KS,Passenger,1.0,1.0,2.0,68.0,70.0,2.86,2022,9
2024-02-29,Snohomish,WA,Passenger,16829.0,3679.0,20508.0,509117.0,529625.0,3.87,2024,2
2019-01-31,Okanogan,WA,Passenger,18.0,21.0,39.0,26047.0,26086.0,0.15,2019,1
2021-05-31,Spokane,WA,Passenger,1029.0,624.0,1653.0,325395.0,327048.0,0.51,2021,5
2023-08-31,Walla Walla,WA,Passenger,234.0,117.0,351.0,35404.0,35755.0,0.98,2023,8
2020-12-31,Contra Costa,CA,Passenger,3.0,3.0,6.0,279.0,285.0,2.11,2020,12
2020-04-30,Newport,RI,Passenger,0.0,1.0,1.0,83.0,84.0,1.19,2020,4
2017-10-31,Ramsey,MN,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2017,10
2017-03-31,San Juan,WA,Truck,0.0,0.0,0.0,5581.0,5581.0,0.0,2017,3
2024-02-29,Travis,TX,Passenger,1.0,0.0,1.0,63.0,64.0,1.56,2024,2
2017-06-30,Orange,FL,Passenger,1.0,1.0,2.0,133.0,135.0,1.48,2017,6
2019-08-31,Garfield,WA,Truck,0.0,0.0,0.0,957.0,957.0,0.0,2019,8
2017-09-30,Bexar,TX,Passenger,1.0,1.0,2.0,842.0,844.0,0.24,2017,9
2020-04-30,Jefferson,CO,Passenger,0.0,1.0,1.0,58.0,59.0,1.69,2020,4
2021-02-28,Santa Clara,CA,Passenger,8.0,2.0,10.0,286.0,296.0,3.38,2021,2
2019-12-31,Montgomery,PA,Passenger,2.0,0.0,2.0,37.0,39.0,5.13,2019,12
2022-03-31,Rock Island,IL,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2022,3
2017-09-30,Island,WA,Passenger,129.0,150.0,279.0,60840.0,61119.0,0.46,2017,9
2019-01-31,Santa Rosa,FL,Passenger,1.0,0.0,1.0,91.0,92.0,1.09,2019,1
2017-01-31,Polk,FL,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2017,1
2017-04-30,Clallam,WA,Truck,0.0,0.0,0.0,20959.0,20959.0,0.0,2017,4
2020-03-31,Garfield,WA,Passenger,0.0,1.0,1.0,1349.0,1350.0,0.07,2020,3
2022-12-31,Skamania,WA,Truck,0.0,0.0,0.0,3884.0,3884.0,0.0,2022,12
2019-04-30,Cochise,AZ,Passenger,0.0,1.0,1.0,115.0,116.0,0.86,2019,4
2023-10-31,Prince George's,MD,Passenger,3.0,1.0,4.0,108.0,112.0,3.57,2023,10
2021-02-28,Carroll,NH,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2021,2
2018-10-31,Travis,TX,Passenger,1.0,0.0,1.0,205.0,206.0,0.49,2018,10
2018-12-31,Richland,SC,Passenger,0.0,1.0,1.0,164.0,165.0,0.61,2018,12
2022-02-28,New Haven,CT,Passenger,0.0,2.0,2.0,36.0,38.0,5.26,2022,2
2021-10-31,Adams,WA,Truck,0.0,0.0,0.0,5407.0,5407.0,0.0,2021,10
2020-12-31,Dakota,MN,Passenger,0.0,1.0,1.0,28.0,29.0,3.45,2020,12
2019-11-30,Island,WA,Passenger,363.0,252.0,615.0,63623.0,64238.0,0.96,2019,11
2017-06-30,Walla Walla,WA,Truck,0.0,0.0,0.0,13206.0,13206.0,0.0,2017,6
2023-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2023,12
2023-07-31,Ventura,CA,Passenger,2.0,2.0,4.0,207.0,211.0,1.9,2023,7
2017-08-31,Grays Harbor,WA,Passenger,37.0,37.0,74.0,44959.0,45033.0,0.16,2017,8
2023-01-31,Prince George's,MD,Passenger,3.0,1.0,4.0,125.0,129.0,3.1,2023,1
2019-04-30,St. Clair,IL,Passenger,0.0,1.0,1.0,163.0,164.0,0.61,2019,4
2019-08-31,Whitman,WA,Truck,0.0,0.0,0.0,8629.0,8629.0,0.0,2019,8
2020-07-31,Fresno,CA,Passenger,1.0,0.0,1.0,191.0,192.0,0.52,2020,7
2020-10-31,Island,WA,Passenger,463.0,285.0,748.0,62835.0,63583.0,1.18,2020,10
2018-11-30,Travis,TX,Passenger,1.0,1.0,2.0,211.0,213.0,0.94,2018,11
2018-08-31,Suffolk,MA,Passenger,0.0,1.0,1.0,43.0,44.0,2.27,2018,8
2018-01-31,Volusia,FL,Passenger,0.0,1.0,1.0,37.0,38.0,2.63,2018,1
2023-05-31,Harrison,MS,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2023,5
2023-05-31,Frederick,MD,Passenger,1.0,1.0,2.0,51.0,53.0,3.77,2023,5
2017-02-28,San Juan,WA,Passenger,88.0,31.0,119.0,13401.0,13520.0,0.88,2017,2
2017-02-28,Oklahoma,OK,Passenger,0.0,1.0,1.0,192.0,193.0,0.52,2017,2
2017-06-30,Collier,FL,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2017,6
2023-09-30,Larimer,CO,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2023,9
2019-05-31,Mercer,NJ,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2019,5
2021-01-31,Mason,WA,Passenger,179.0,135.0,314.0,47670.0,47984.0,0.65,2021,1
2021-10-31,Ferry,WA,Passenger,11.0,3.0,14.0,4445.0,4459.0,0.31,2021,10
2022-12-31,Stevens,WA,Truck,2.0,0.0,2.0,18812.0,18814.0,0.01,2022,12
2023-09-30,Monterey,CA,Truck,1.0,0.0,1.0,30.0,31.0,3.23,2023,9
2019-05-31,Thurston,WA,Truck,0.0,0.0,0.0,55082.0,55082.0,0.0,2019,5
2018-04-30,Lane,OR,Passenger,0.0,1.0,1.0,194.0,195.0,0.51,2018,4
2023-09-30,Escambia,FL,Passenger,0.0,1.0,1.0,126.0,127.0,0.79,2023,9
2017-10-31,New London,CT,Passenger,1.0,0.0,1.0,245.0,246.0,0.41,2017,10
2023-05-31,Howard,MD,Passenger,0.0,2.0,2.0,54.0,56.0,3.57,2023,5
2023-11-30,New London,CT,Passenger,2.0,2.0,4.0,152.0,156.0,2.56,2023,11
2017-04-30,Clark,WA,Truck,0.0,0.0,0.0,77553.0,77553.0,0.0,2017,4
2019-02-28,Grays Harbor,WA,Truck,0.0,0.0,0.0,20316.0,20316.0,0.0,2019,2
2021-01-31,Whitman,WA,Truck,0.0,0.0,0.0,8515.0,8515.0,0.0,2021,1
2020-01-31,Los Angeles,CA,Passenger,7.0,12.0,19.0,1089.0,1108.0,1.71,2020,1
2018-10-31,Collin,TX,Passenger,1.0,1.0,2.0,163.0,165.0,1.21,2018,10
2017-07-31,Allegheny,PA,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2017,7
2021-03-31,Sacramento,CA,Passenger,2.0,1.0,3.0,256.0,259.0,1.16,2021,3
2021-03-31,Orange,NC,Passenger,0.0,1.0,1.0,12.0,13.0,7.69,2021,3
2017-12-31,Columbia,WA,Passenger,2.0,1.0,3.0,2404.0,2407.0,0.12,2017,12
2023-02-28,Virginia Beach,VA,Passenger,3.0,1.0,4.0,467.0,471.0,0.85,2023,2
2019-07-31,Fairbanks North Star,AK,Passenger,0.0,1.0,1.0,97.0,98.0,1.02,2019,7
2023-05-31,Lake,IN,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2023,5
2017-04-30,Allegheny,PA,Passenger,1.0,0.0,1.0,93.0,94.0,1.06,2017,4
2019-10-31,Richland,SC,Passenger,0.0,1.0,1.0,160.0,161.0,0.62,2019,10
2019-11-30,Montgomery,OH,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2019,11
2023-12-31,Burlington,NJ,Passenger,2.0,2.0,4.0,83.0,87.0,4.6,2023,12
2017-01-31,Portsmouth,VA,Passenger,0.0,1.0,1.0,64.0,65.0,1.54,2017,1
2017-12-31,Sangamon,IL,Passenger,1.0,0.0,1.0,10.0,11.0,9.09,2017,12
2023-04-30,Hamilton,OH,Truck,1.0,0.0,1.0,3.0,4.0,25.0,2023,4
2019-04-30,Anne Arundel,MD,Passenger,0.0,1.0,1.0,443.0,444.0,0.23,2019,4
2017-01-31,Monroe,NY,Passenger,1.0,0.0,1.0,31.0,32.0,3.12,2017,1
2018-11-30,Lee,AL,Passenger,1.0,0.0,1.0,36.0,37.0,2.7,2018,11
2022-12-31,Madison,IL,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2022,12
2022-09-30,Clark,WA,Passenger,4475.0,1886.0,6361.0,315216.0,321577.0,1.98,2022,9
2018-02-28,Maricopa,AZ,Passenger,2.0,1.0,3.0,1645.0,1648.0,0.18,2018,2
2019-12-31,Wahkiakum,WA,Passenger,4.0,3.0,7.0,3042.0,3049.0,0.23,2019,12
2019-09-30,Snohomish,WA,Truck,0.0,0.0,0.0,122957.0,122957.0,0.0,2019,9
2017-08-31,Missoula,MT,Passenger,1.0,0.0,1.0,70.0,71.0,1.41,2017,8
2021-07-31,Harrison,MS,Passenger,2.0,0.0,2.0,57.0,59.0,3.39,2021,7
2021-12-31,Greene,MO,Passenger,0.0,1.0,1.0,28.0,29.0,3.45,2021,12
2022-06-30,Klickitat,WA,Truck,0.0,0.0,0.0,8287.0,8287.0,0.0,2022,6
2023-11-30,Loudoun,VA,Passenger,2.0,1.0,3.0,56.0,59.0,5.08,2023,11
2021-11-30,Milwaukee,WI,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2021,11
2020-02-29,DuPage,IL,Passenger,4.0,0.0,4.0,65.0,69.0,5.8,2020,2
2017-09-30,Nueces,TX,Passenger,0.0,1.0,1.0,93.0,94.0,1.06,2017,9
2022-10-31,Whitman,WA,Truck,3.0,0.0,3.0,8599.0,8602.0,0.03,2022,10
2024-02-29,Polk,OR,Passenger,1.0,1.0,2.0,8.0,10.0,20.0,2024,2
2024-02-29,Hawaii,HI,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2024,2
2019-12-31,Franklin,WA,Passenger,54.0,76.0,130.0,60967.0,61097.0,0.21,2019,12
2019-09-30,Prince George's,MD,Passenger,1.0,1.0,2.0,181.0,183.0,1.09,2019,9
2022-07-31,Sonoma,CA,Passenger,0.0,1.0,1.0,89.0,90.0,1.11,2022,7
2019-11-30,Norfolk,MA,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2019,11
2020-10-31,Cowlitz,WA,Passenger,160.0,122.0,282.0,72088.0,72370.0,0.39,2020,10
2021-08-31,Asotin,WA,Passenger,21.0,17.0,38.0,12719.0,12757.0,0.3,2021,8
2023-07-31,Denton,TX,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2023,7
2022-09-30,Hennepin,MN,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2022,9
2022-01-31,Houston,GA,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2022,1
2022-08-31,Eau Claire,WI,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2022,8
2022-11-30,Sedgwick,KS,Passenger,1.0,1.0,2.0,69.0,71.0,2.82,2022,11
2021-03-31,Deschutes,OR,Passenger,2.0,0.0,2.0,132.0,134.0,1.49,2021,3
2019-02-28,Oldham,KY,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2019,2
2018-08-31,Mason,WA,Passenger,92.0,95.0,187.0,46040.0,46227.0,0.4,2018,8
2017-10-31,Maricopa,AZ,Passenger,2.0,1.0,3.0,1672.0,1675.0,0.18,2017,10
2022-09-30,Hudson,NJ,Passenger,2.0,0.0,2.0,36.0,38.0,5.26,2022,9
2023-09-30,New London,CT,Passenger,2.0,2.0,4.0,160.0,164.0,2.44,2023,9
2019-01-31,DuPage,IL,Passenger,1.0,0.0,1.0,63.0,64.0,1.56,2019,1
2022-04-30,Rock Island,IL,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2022,4
2023-09-30,Lake,IN,Passenger,0.0,1.0,1.0,5.0,6.0,16.67,2023,9
2018-09-30,Fairfax,VA,Passenger,3.0,2.0,5.0,811.0,816.0,0.61,2018,9
2023-07-31,Goochland,VA,Passenger,1.0,2.0,3.0,37.0,40.0,7.5,2023,7
2017-08-31,Nueces,TX,Passenger,0.0,1.0,1.0,94.0,95.0,1.05,2017,8
2022-11-30,Whitman,WA,Truck,3.0,0.0,3.0,8616.0,8619.0,0.03,2022,11
2017-11-30,Latah,ID,Passenger,0.0,1.0,1.0,80.0,81.0,1.23,2017,11
2020-12-31,Mercer,NJ,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2020,12
2021-01-31,Leavenworth,KS,Passenger,0.0,1.0,1.0,117.0,118.0,0.85,2021,1
2020-05-31,Montgomery,OH,Passenger,0.0,1.0,1.0,49.0,50.0,2.0,2020,5
2021-03-31,Boone,MO,Passenger,0.0,1.0,1.0,12.0,13.0,7.69,2021,3
2018-10-31,Garfield,OK,Passenger,1.0,0.0,1.0,15.0,16.0,6.25,2018,10
2019-10-31,Lewis,WA,Passenger,108.0,104.0,212.0,59441.0,59653.0,0.36,2019,10
2020-11-30,Yakima,WA,Truck,0.0,0.0,0.0,60766.0,60766.0,0.0,2020,11
2019-10-31,Island,WA,Truck,0.0,0.0,0.0,21308.0,21308.0,0.0,2019,10
2021-06-30,Walla Walla,WA,Truck,0.0,0.0,0.0,14074.0,14074.0,0.0,2021,6
2021-06-30,Skamania,WA,Passenger,44.0,34.0,78.0,8397.0,8475.0,0.92,2021,6
2018-07-31,Douglas,NE,Passenger,0.0,1.0,1.0,74.0,75.0,1.33,2018,7
2019-10-31,Honolulu,HI,Passenger,4.0,2.0,6.0,505.0,511.0,1.17,2019,10
2019-08-31,Saginaw,MI,Passenger,1.0,0.0,1.0,13.0,14.0,7.14,2019,8
2018-11-30,Lake,CA,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2018,11
2021-11-30,Ray,MO,Passenger,0.0,1.0,1.0,1.0,2.0,50.0,2021,11
2017-06-30,Kittitas,WA,Passenger,22.0,17.0,39.0,27577.0,27616.0,0.14,2017,6
2022-04-30,Okanogan,WA,Truck,0.0,0.0,0.0,16674.0,16674.0,0.0,2022,4
2022-05-31,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,5
2017-04-30,Pierce,WA,Passenger,917.0,807.0,1724.0,525651.0,527375.0,0.33,2017,4
2022-01-31,Snohomish,WA,Passenger,7216.0,2276.0,9492.0,536382.0,545874.0,1.74,2022,1
2022-12-31,Island,WA,Truck,17.0,0.0,17.0,21198.0,21215.0,0.08,2022,12
2019-04-30,Pima,AZ,Passenger,1.0,1.0,2.0,415.0,417.0,0.48,2019,4
2021-08-31,San Bernardino,CA,Passenger,1.0,0.0,1.0,385.0,386.0,0.26,2021,8
2021-05-31,Travis,TX,Passenger,3.0,3.0,6.0,174.0,180.0,3.33,2021,5
2022-10-31,Lincoln,OR,Passenger,0.0,1.0,1.0,21.0,22.0,4.55,2022,10
2021-09-30,Ray,MO,Passenger,0.0,1.0,1.0,1.0,2.0,50.0,2021,9
2020-05-31,King,WA,Truck,5.0,1.0,6.0,181382.0,181388.0,0.0,2020,5
2021-08-31,Douglas,WA,Truck,0.0,0.0,0.0,12679.0,12679.0,0.0,2021,8
2022-08-31,Pend Oreille,WA,Passenger,18.0,12.0,30.0,9016.0,9046.0,0.33,2022,8
2021-09-30,Milwaukee,WI,Passenger,1.0,0.0,1.0,42.0,43.0,2.33,2021,9
2018-07-31,Garfield,OK,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2018,7
2022-11-30,Hamilton,OH,Truck,1.0,0.0,1.0,3.0,4.0,25.0,2022,11
2022-05-31,Chelan,WA,Passenger,450.0,126.0,576.0,54346.0,54922.0,1.05,2022,5
2019-04-30,Lewis,WA,Truck,0.0,0.0,0.0,25825.0,25825.0,0.0,2019,4
2020-05-31,Richland,SC,Passenger,0.0,1.0,1.0,157.0,158.0,0.63,2020,5
2020-03-31,Fort Bend,TX,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2020,3
2021-06-30,Snohomish,WA,Passenger,5881.0,2046.0,7927.0,540129.0,548056.0,1.45,2021,6
2019-07-31,Juneau,AK,Passenger,0.0,2.0,2.0,32.0,34.0,5.88,2019,7
2023-11-30,Alexandria,VA,Passenger,3.0,0.0,3.0,77.0,80.0,3.75,2023,11
2018-01-31,Polk,FL,Passenger,1.0,0.0,1.0,65.0,66.0,1.52,2018,1
2019-06-30,Brevard,FL,Passenger,0.0,1.0,1.0,87.0,88.0,1.14,2019,6
2018-06-30,Dale,AL,Passenger,0.0,1.0,1.0,54.0,55.0,1.82,2018,6
2019-07-31,Palm Beach,FL,Passenger,0.0,2.0,2.0,83.0,85.0,2.35,2019,7
2020-01-31,Arlington,VA,Passenger,0.0,2.0,2.0,156.0,158.0,1.27,2020,1
2023-03-31,Clark,NV,Passenger,8.0,2.0,10.0,439.0,449.0,2.23,2023,3
2021-05-31,Suffolk,VA,Passenger,1.0,0.0,1.0,124.0,125.0,0.8,2021,5
2022-02-28,Pennington,SD,Passenger,2.0,0.0,2.0,32.0,34.0,5.88,2022,2
2020-09-30,Fort Bend,TX,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2020,9
2020-12-31,Island,WA,Passenger,507.0,290.0,797.0,62921.0,63718.0,1.25,2020,12
2021-02-28,Leavenworth,KS,Passenger,0.0,1.0,1.0,115.0,116.0,0.86,2021,2
2020-11-30,DeKalb,GA,Passenger,1.0,0.0,1.0,75.0,76.0,1.32,2020,11
2019-12-31,Kootenai,ID,Passenger,1.0,1.0,2.0,227.0,229.0,0.87,2019,12
2021-09-30,Prince George's,MD,Passenger,2.0,1.0,3.0,152.0,155.0,1.94,2021,9
2018-08-31,Lumpkin,GA,Passenger,1.0,0.0,1.0,7.0,8.0,12.5,2018,8
2022-01-31,Spokane,WA,Passenger,1346.0,766.0,2112.0,326387.0,328499.0,0.64,2022,1
2021-12-31,Douglas,WA,Passenger,116.0,56.0,172.0,28600.0,28772.0,0.6,2021,12
2020-08-31,Dallas,TX,Passenger,1.0,0.0,1.0,192.0,193.0,0.52,2020,8
2022-07-31,Klickitat,WA,Passenger,106.0,56.0,162.0,15179.0,15341.0,1.06,2022,7
2023-03-31,Mason,WA,Truck,11.0,0.0,11.0,20832.0,20843.0,0.05,2023,3
2019-11-30,Williamson,TX,Passenger,0.0,2.0,2.0,150.0,152.0,1.32,2019,11
2018-01-31,Hamilton,TN,Passenger,1.0,0.0,1.0,21.0,22.0,4.55,2018,1
2019-01-31,Beaufort,SC,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2019,1
2022-10-31,Randolph,NC,Passenger,1.0,0.0,1.0,6.0,7.0,14.29,2022,10
2017-05-31,Kitsap,WA,Passenger,595.0,302.0,897.0,172829.0,173726.0,0.52,2017,5
2023-09-30,Douglas,WA,Passenger,225.0,71.0,296.0,28706.0,29002.0,1.02,2023,9
2021-02-28,District of Columbia,DC,Passenger,2.0,1.0,3.0,198.0,201.0,1.49,2021,2
2022-04-30,Leavenworth,KS,Passenger,0.0,1.0,1.0,104.0,105.0,0.95,2022,4
2023-07-31,Columbia,WA,Passenger,11.0,1.0,12.0,2425.0,2437.0,0.49,2023,7
2022-11-30,San Diego,CA,Passenger,20.0,7.0,27.0,2314.0,2341.0,1.15,2022,11
2020-12-31,Klickitat,WA,Truck,0.0,0.0,0.0,8085.0,8085.0,0.0,2020,12
2021-11-30,El Paso,CO,Passenger,3.0,0.0,3.0,687.0,690.0,0.43,2021,11
2022-09-30,Prince William,VA,Passenger,1.0,2.0,3.0,191.0,194.0,1.55,2022,9
2018-12-31,Lane,OR,Passenger,0.0,1.0,1.0,174.0,175.0,0.57,2018,12
2021-02-28,Hampshire,MA,Passenger,1.0,0.0,1.0,8.0,9.0,11.11,2021,2
2022-02-28,Williams,ND,Passenger,0.0,1.0,1.0,8.0,9.0,11.11,2022,2
2022-04-30,King,WA,Truck,26.0,1.0,27.0,181682.0,181709.0,0.01,2022,4
